,0
2998,0
2999,0
3000,1
3001,0
3002,0
3003,1
3004,0
3005,0
3006,0
3007,1
3008,1
3009,0
3010,1
3011,1
3012,0
3013,0
3014,0
3015,1
3016,1
3017,1
3018,0
3019,1
3020,0
3021,0
3022,1
3023,0
3024,0
3025,1
3026,0
3027,0
3028,1
3029,1
3030,0
3031,1
3032,1
3033,1
3034,0
3035,0
3036,1
3037,0
3038,1
3039,1
3040,0
3041,0
3042,0
3043,1
3044,1
3045,1
3046,0
3047,0
3048,1
3049,1
3050,0
3051,0
3052,1
3053,0
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,0
3061,1
3062,1
3063,0
3064,1
3065,1
3066,1
3067,1
3068,1
3069,1
3070,0
3071,1
3072,0
3073,0
3074,1
3075,1
3076,1
3077,1
3078,0
3079,0
3080,0
3081,1
3082,0
3083,1
3084,0
3085,1
3086,1
3087,1
3088,0
3089,0
3090,1
3091,0
3092,1
3093,0
3094,0
3095,1
3096,0
3097,1
3098,1
3099,1
3100,1
3101,0
3102,1
3103,1
3104,1
3105,1
3106,1
3107,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,0
3114,0
3115,1
3116,1
3117,1
3118,0
3119,0
3120,0
3121,1
3122,0
3123,1
3124,0
3125,1
3126,0
3127,1
3128,0
3129,1
3130,0
3131,1
3132,1
3133,0
3134,0
3135,1
3136,1
3137,0
3138,0
3139,0
3140,0
3141,1
3142,0
3143,0
3144,0
3145,1
3146,0
3147,1
3148,1
3149,0
3150,1
3151,0
3152,1
3153,1
3154,0
3155,1
3156,1
3157,1
3158,0
3159,1
3160,1
3161,0
3162,1
3163,0
3164,0
3165,1
3166,1
3167,1
3168,1
3169,1
3170,0
3171,1
3172,1
3173,0
3174,1
3175,0
3176,1
3177,1
3178,1
3179,1
3180,1
3181,0
3182,1
3183,1
3184,0
3185,0
3186,1
3187,1
3188,0
3189,1
3190,1
3191,1
3192,1
3193,0
3194,1
3195,1
3196,0
3197,1
3198,1
3199,0
3200,1
3201,1
3202,0
3203,0
3204,1
3205,0
3206,0
3207,1
3208,0
3209,0
3210,1
3211,1
3212,0
3213,1
3214,1
3215,1
3216,1
3217,0
3218,0
3219,1
3220,1
3221,1
3222,0
3223,1
3224,0
3225,0
3226,1
3227,1
3228,1
3229,1
3230,1
3231,1
3232,0
3233,1
3234,1
3235,0
3236,0
3237,1
3238,1
3239,1
3240,0
3241,0
3242,0
3243,0
3244,1
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,0
3252,0
3253,0
3254,1
3255,0
3256,1
3257,0
3258,0
3259,1
3260,0
3261,0
3262,1
3263,0
3264,1
3265,0
3266,0
3267,1
3268,1
3269,0
3270,0
3271,0
3272,0
3273,0
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,0
3284,1
3285,0
3286,0
3287,0
3288,0
3289,0
3290,1
3291,1
3292,1
3293,1
3294,1
3295,0
3296,0
3297,1
3298,1
3299,1
3300,1
3301,0
3302,0
3303,0
3304,1
3305,0
3306,0
3307,1
3308,1
3309,0
3310,0
3311,1
3312,0
3313,1
3314,0
3315,1
3316,1
